   1    1   1.000000562059e+00
   1    2  -1.050071539224e-06
   2    2   1.000000737766e+00
   1    3   1.715524131278e-01
   2    3   9.458240100397e-01
   3    3   1.000000000000e+00
   1    4   7.249680323369e-02
   2    4   6.560910114017e-01
   3    4   7.775519373090e-01
   4    4   1.000000000000e+00
   5    5   9.999995672690e-01
   6    6   9.999995672690e-01
   7    7   9.999995672690e-01
   5    8   8.569185694212e-01
   8    8   1.000000000000e+00
   6    9   8.569185694212e-01
   9    9   1.000000000000e+00
   7   10   8.569185694212e-01
  10   10   1.000000000000e+00
   5   11   2.901521180544e-01
   8   11   4.478418903853e-01
  11   11   1.000000000000e+00
   6   12   2.901521180544e-01
   9   12   4.478418903853e-01
  12   12   1.000000000000e+00
   7   13   2.901521180544e-01
  10   13   4.478418903853e-01
  13   13   1.000000000000e+00
   1   14   5.721719988372e-02
   2   14   7.049088718001e-01
   3   14   6.611294146784e-01
   4   14   3.937562523940e-01
  14   14   1.000000000000e+00
  15   15   1.000000000000e+00
  16   16   1.000000000000e+00
   1   17   5.721719988372e-02
   2   17   7.049088718001e-01
   3   17   6.611294146784e-01
   4   17   3.937562523940e-01
  14   17   3.333333333333e-01
  17   17   1.000000000000e+00
  18   18   1.000000000000e+00
   1   19   5.721719988372e-02
   2   19   7.049088718001e-01
   3   19   6.611294146784e-01
   4   19   3.937562523940e-01
  14   19   3.333333333333e-01
  17   19   3.333333333333e-01
  19   19   1.000000000000e+00
   1   20   9.645111655044e-03
   2   20   5.124873385398e-01
   3   20   6.310070324702e-01
   4   20   6.596024397229e-01
  14   20   5.607305575084e-01
  17   20   1.869101858361e-01
  19   20   1.869101858361e-01
  20   20   1.000000000000e+00
  15   21   5.607305575084e-01
  21   21   1.000000000000e+00
  16   22   5.607305575084e-01
  22   22   1.000000000000e+00
   1   23   9.645111655044e-03
   2   23   5.124873385398e-01
   3   23   6.310070324702e-01
   4   23   6.596024397229e-01
  14   23   1.869101858361e-01
  17   23   5.607305575084e-01
  19   23   1.869101858361e-01
  20   23   3.333333333333e-01
  23   23   1.000000000000e+00
  18   24   5.607305575084e-01
  24   24   1.000000000000e+00
   1   25   9.645111655044e-03
   2   25   5.124873385398e-01
   3   25   6.310070324702e-01
   4   25   6.596024397229e-01
  14   25   1.869101858361e-01
  17   25   1.869101858361e-01
  19   25   5.607305575084e-01
  20   25   3.333333333333e-01
  23   25   3.333333333333e-01
  25   25   1.000000000000e+00
